main_set,subset,subset_id,card_number,copies,card_names,card_ids
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,66,3,Dr. Christine Palmer | Dr. Christine Palmer [Orange] #S-66 | Dr. Christine Palmer [Red] #S-66,"81044, 81079, 328441"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,7,2,Black Widow | Black Widow [Black] #S-7,"81083, 328382"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,71,2,Ego | Ego [Gold] #S-71,"81043, 328446"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,72,2,Mantis | Mantis [Gold] #S-72,"81137, 328447"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,73,2,Baby Groot | Baby Groot #S-73,"79850, 328448"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,74,2,Valkyrie | Valkyrie #S-74,"81154, 328449"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,78,2,Miek | Miek #S-78,"81133, 328453"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,79,2,Black Panther | Black Panther [Orange] #S-79,"81062, 328454"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,8,3,Whiplash | Whiplash #S-8 | Whiplash [Red] #S-8,"81041, 81076, 328383"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,80,2,Shuri | Shuri #S-80,"81008, 328455"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,81,2,Nakia | Nakia #S-81,"79851, 328456"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,82,2,Okoye | Okoye [Red] #S-82,"81126, 328457"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,83,2,M'Baku [Gold] #S-83 | M’Baku,"81013, 328458"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,86,2,Queen Ramonda | Queen Ramonda #S-86,"81123, 328461"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,87,2,Cull Obsidian | Cull Obsidian [Black] #S-87,"81089, 328462"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,89,2,Proxima Midnight | Proxima Midnight #S-89,"79845, 328464"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,9,3,Nick Fury | Nick Fury [Gold] #S-9 | Nick Fury [Orange] #S-9,"81012, 81082, 328384"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,91,2,The Wasp | The Wasp #S-91,"79843, 328466"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,92,2,Janet Van Dyne | Janet Van Dyne #S-92,"81153, 328467"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,94,2,Jimmy Woo | Jimmy Woo [Gold] #S-94,"81073, 328469"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,95,3,Dr. Bill Foster | Dr. Bill Foster [Orange] #S-95 | Dr. Bill Foster [Red] #S-95,"81049, 81093, 328470"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,96,3,Captain Marvel | Captain Marvel #S-96 | Captain Marvel [Black] #S-96,"79846, 81046, 328471"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - The Snap Variations,6646,98,2,Talos | Talos [Orange] #S-98,"81054, 328473"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Thunderbolts Content Capture,6655,1,6,Alexei Shostakov #CC-AS | Ava Starr #CC-ASR | Bucky Barnes #CC-BB | John F. Walker #CC-JW | Valentina Allegra de Fontaine #CC-VF | Yelena Belova #CC-YB,"81328, 81329, 81330, 81331, 81332, 81333"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Thunderbolts Content Capture Autographs,6656,1,3,David Harbour as Alexei Shostakov #CC-AS | Julia Louis-Dreyfus as Valentina Allegra de Fontaine #CC-VF | Sebastian Stan as Bucky Barnes #CC-BB,"81325, 81326, 81327"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,1,4,Bloodline #SS-1 | Bloodline [Black] #SS-1 | Bloodline [Padparadscha] #SS-1 | Bloodline [Red] #SS-1,"79613, 79618, 79622, 79632"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,10,4,Hawkeye #SS-10 | Hawkeye [Black] #SS-10 | Hawkeye [Padparadscha] #SS-10 | Hawkeye [Red] #SS-10,"79620, 79623, 79651, 79652"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,2,4,Ghost-Spider #SS-2 | Ghost-Spider [Black] #SS-2 | Ghost-Spider [Padparadscha] #SS-2 | Ghost-Spider [Red] #SS-2,"79614, 79619, 79629, 79634"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,3,4,Mister Fantastic #SS-3 | Mister Fantastic [Black] #SS-3 | Mister Fantastic [Padparadscha] #SS-3 | Mister Fantastic [Red] #SS-3,"79617, 79631, 79633, 79636"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,4,4,The Thing #SS-4 | The Thing [Black] #SS-4 | The Thing [Padparadscha] #SS-4 | The Thing [Red] #SS-4,"79626, 79635, 79637, 79638"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,5,4,Scarlet Witch #SS-5 | Scarlet Witch [Black] #SS-5 | Scarlet Witch [Padparadscha] #SS-5 | Scarlet Witch [Red] #SS-5,"79616, 79625, 79628, 79640"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,6,4,Namor The Sub-Mariner #SS-6 | Namor The Sub-Mariner [Black] #SS-6 | Namor The Sub-Mariner [Padparadscha] #SS-6 | Namor The Sub-Mariner [Red] #SS-6,"79621, 79639, 79642, 79643"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,7,4,Star-Lord #SS-7 | Star-Lord [Black] #SS-7 | Star-Lord [Padparadscha] #SS-7 | Star-Lord [Red] #SS-7,"79627, 79641, 79644, 79645"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,8,4,Gambit #SS-8 | Gambit [Black] #SS-8 | Gambit [Padparadscha] #SS-8 | Gambit [Red] #SS-8,"79615, 79630, 79647, 79650"
2025 Topps Chrome Sapphire Edition Marvel,2025 Topps Chrome Sapphire Edition Marvel - Sapphire Selections,6679,9,4,Thanos #SS-9 | Thanos [Black] #SS-9 | Thanos [Padparadscha] #SS-9 | Thanos [Red] #SS-9,"79624, 79646, 79648, 79649"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - 2025 Topps Finest X-Men '97,12172,34,2,Princess Majestrix Lilandra Neramani | Princess-Majestrix Lilandra Neramani,"521540, 521541"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,1,2,Cyclops #CA-1 | Cyclops [SuperFractor] #CA-1,"81684, 81774"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,10,2,Sunspot #CA-10 | Sunspot [SuperFractor] #CA-10,"81696, 81697"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,11,2,Morph #CA-11 | Morph [SuperFractor] #CA-11,"81702, 81788"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,12,2,Beast #CA-12 | Beast [SuperFractor] #CA-12,"81683, 81784"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,13,2,Storm #CA-13 | Storm [SuperFractor] #CA-13,"81701, 81785"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,14,2,Professor X #CA-14 | Professor X [SuperFractor] #CA-14,"81693, 81786"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,15,2,Cable #CA-15 | Cable [SuperFractor] #CA-15,"81698, 81789"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,16,2,Bishop #CA-16 | Bishop [SuperFractor] #CA-16,"81686, 81787"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,17,2,Bastion Nimrod #CA-17 | Bastion Nimrod [SuperFractor] #CA-17,"81695, 81790"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,18,2,Goblin Queen #CA-18 | Goblin Queen [SuperFractor] #CA-18,"81699, 81791"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,19,2,Nightcrawler #CA-19 | Nightcrawler [SuperFractor] #CA-19,"81685, 81793"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,2,2,Jean Grey #CA-2 | Jean Grey [SuperFractor] #CA-2,"81776, 81777"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,20,2,Jubilee #CA-20 | Jubilee [SuperFractor] #CA-20,"81688, 81792"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,3,2,Abscissa #CA-3 | Abscissa [SuperFractor] #CA-3,"81689, 81775"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,4,2,Forge #CA-4 | Forge [SuperFractor] #CA-4,"81692, 81781"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,5,2,Wolverine #CA-5 | Wolverine [SuperFractor] #CA-5,"81694, 81779"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,6,2,Gambit #CA-6 | Gambit [SuperFractor] #CA-6,"81700, 81780"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,7,2,Rogue #CA-7 | Rogue [SuperFractor] #CA-7,"81687, 81782"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,8,2,Mister Sinister #CA-8 | Mister Sinister [SuperFractor] #CA-8,"81691, 81778"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Children of the Atom,7399,9,2,Magneto #CA-9 | Magneto [SuperFractor] #CA-9,"81690, 81783"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Gold Refractor,7406,34,2,Princess Majestrix Lilandra Neramani | Princess-Majestrix Lilandra Neramani,"70112, 356432"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,1,7,Scary Enough For You Bub? #GH-1 | Scary Enough For You Bub? [Gold Refractor] #GH-1 | Scary Enough For You Bub? [Laser Refractor] #GH-1 | Scary Enough For You Bub? [Orange Refractor] #GH-1 | Scary Enough For You Bub? [Red Refractor] #GH-1 | Scary Enough For You Bub? [SuperFractor] #GH-1 | Scary Enough For You Bub? [X-Fractor] #GH-1,"81803, 81813, 81814, 81815, 81816, 81817, 81818"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,10,7,Storm Rides The Lightning #GH-10 | Storm Rides The Lightning [Gold Refractor] #GH-10 | Storm Rides The Lightning [Laser Refractor] #GH-10 | Storm Rides The Lightning [Orange Refractor] #GH-10 | Storm Rides The Lightning [Red Refractor] #GH-10 | Storm Rides The Lightning [SuperFractor] #GH-10 | Storm Rides The Lightning [X-Fractor] #GH-10,"81800, 81877, 81878, 81879, 81880, 81881, 81889"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,11,7,The Professor Schools The Shi'ar #GH-11 | The Professor Schools The Shi'ar [Gold Refractor] #GH-11 | The Professor Schools The Shi'ar [Laser Refractor] #GH-11 | The Professor Schools The Shi'ar [Orange Refractor] #GH-11 | The Professor Schools The Shi'ar [Red Refractor] #GH-11 | The Professor Schools The Shi'ar [SuperFractor] #GH-11 | The Professor Schools The Shi'ar [X-Fractor] #GH-11,"81812, 81882, 81883, 81885, 81886, 81887, 81894"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,12,7,Rogue And Captain America At Odds #GH-12 | Rogue And Captain America At Odds [Gold Refractor] #GH-12 | Rogue And Captain America At Odds [Laser Refractor] #GH-12 | Rogue And Captain America At Odds [Orange Refractor] #GH-12 | Rogue And Captain America At Odds [Red Refractor] #GH-12 | Rogue And Captain America At Odds [SuperFractor] #GH-12 | Rogue And Captain America At Odds [X-Fractor] #GH-12,"81724, 81727, 81795, 81890, 81891, 81892, 81893"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,13,7,Bolivar Goes Prime #GH-13 | Bolivar Goes Prime [Gold Refractor] #GH-13 | Bolivar Goes Prime [Laser Refractor] #GH-13 | Bolivar Goes Prime [Orange Refractor] #GH-13 | Bolivar Goes Prime [Red Refractor] #GH-13 | Bolivar Goes Prime [SuperFractor] #GH-13 | Bolivar Goes Prime [X-Fractor] #GH-13,"81742, 81799, 81895, 81897, 81898, 81899, 81900"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,14,7,You Don't Screw With The Summers #GH-14 | You Don't Screw With The Summers [Gold Refractor] #GH-14 | You Don't Screw With The Summers [Laser Refractor] #GH-14 | You Don't Screw With The Summers [Orange Refractor] #GH-14 | You Don't Screw With The Summers [Red Refractor] #GH-14 | You Don't Screw With The Summers [SuperFractor] #GH-14 | You Don't Screw With The Summers [X-Fractor] #GH-14,"81726, 81810, 81896, 81901, 81902, 81903, 81904"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,15,7,Nein Reasons Why #GH-15 | Nein Reasons Why [Gold Refractor] #GH-15 | Nein Reasons Why [Laser Refractor] #GH-15 | Nein Reasons Why [Orange Refractor] #GH-15 | Nein Reasons Why [Red Refractor] #GH-15 | Nein Reasons Why [SuperFractor] #GH-15 | Nein Reasons Why [X-Fractor] #GH-15,"81720, 81725, 81743, 81744, 81827, 81829, 81830"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,16,7,To Me My X-Men #GH-16 | To Me My X-Men [Gold Refractor] #GH-16 | To Me My X-Men [Laser Refractor] #GH-16 | To Me My X-Men [Orange Refractor] #GH-16 | To Me My X-Men [Red Refractor] #GH-16 | To Me My X-Men [SuperFractor] #GH-16 | To Me My X-Men [X-Fractor] #GH-16,"81737, 81801, 81833, 81834, 81842, 81843, 81844"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,17,7,Charles Was Wrong #GH-17 | Charles Was Wrong [Gold Refractor] #GH-17 | Charles Was Wrong [Laser Refractor] #GH-17 | Charles Was Wrong [Orange Refractor] #GH-17 | Charles Was Wrong [Red Refractor] #GH-17 | Charles Was Wrong [SuperFractor] #GH-17 | Charles Was Wrong [X-Fractor] #GH-17,"81728, 81739, 81807, 81845, 81848, 81851, 81855"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,18,7,A Sinister Strike #GH-18 | A Sinister Strike [Gold Refractor] #GH-18 | A Sinister Strike [Laser Refractor] #GH-18 | A Sinister Strike [Orange Refractor] #GH-18 | A Sinister Strike [Red Refractor] #GH-18 | A Sinister Strike [SuperFractor] #GH-18 | A Sinister Strike [X-Fractor] #GH-18,"81722, 81740, 81797, 81853, 81856, 81857, 81866"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,19,7,Meeting Of The Minds #GH-19 | Meeting Of The Minds [Gold Refractor] #GH-19 | Meeting Of The Minds [Laser Refractor] #GH-19 | Meeting Of The Minds [Orange Refractor] #GH-19 | Meeting Of The Minds [Red Refractor] #GH-19 | Meeting Of The Minds [SuperFractor] #GH-19 | Meeting Of The Minds [X-Fractor] #GH-19,"81806, 81862, 81864, 81865, 81867, 81870, 81871"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,2,7,Jubilation Celebration #GH-2 | Jubilation Celebration [Gold Refractor] #GH-2 | Jubilation Celebration [Laser Refractor] #GH-2 | Jubilation Celebration [Orange Refractor] #GH-2 | Jubilation Celebration [Red Refractor] #GH-2 | Jubilation Celebration [SuperFractor] #GH-2 | Jubilation Celebration [X-Fractor] #GH-2,"81723, 81729, 81746, 81805, 81819, 81821, 81822"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,20,7,His Name Was Gambit Remember It #GH-20 | His Name Was Gambit Remember It [Gold Refractor] #GH-20 | His Name Was Gambit Remember It [Laser Refractor] #GH-20 | His Name Was Gambit Remember It [Orange Refractor] #GH-20 | His Name Was Gambit Remember It [Red Refractor] #GH-20 | His Name Was Gambit Remember It [SuperFractor] #GH-20 | His Name Was Gambit Remember It [X-Fractor] #GH-20,"81869, 81873, 81874, 81875, 81876, 81884, 81888"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,3,7,Explosive Teamwork #GH-3 | Explosive Teamwork [Gold Refractor] #GH-3 | Explosive Teamwork [Laser Refractor] #GH-3 | Explosive Teamwork [Orange Refractor] #GH-3 | Explosive Teamwork [Red Refractor] #GH-3 | Explosive Teamwork [SuperFractor] #GH-3 | Explosive Teamwork [X-Fractor] #GH-3,"81731, 81738, 81804, 81820, 81823, 81825, 81826"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,4,7,Magnetic Makeover #GH-4 | Magnetic Makeover [Gold Refractor] #GH-4 | Magnetic Makeover [Laser Refractor] #GH-4 | Magnetic Makeover [Orange Refractor] #GH-4 | Magnetic Makeover [Red Refractor] #GH-4 | Magnetic Makeover [SuperFractor] #GH-4 | Magnetic Makeover [X-Fractor] #GH-4,"81721, 81735, 81745, 81794, 81824, 81828, 81831"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,5,7,Jean Doe #GH-5 | Jean Doe [Gold Refractor] #GH-5 | Jean Doe [Laser Refractor] #GH-5 | Jean Doe [Orange Refractor] #GH-5 | Jean Doe [Red Refractor] #GH-5 | Jean Doe [SuperFractor] #GH-5 | Jean Doe [X-Fractor] #GH-5,"81796, 81809, 81832, 81835, 81836, 81837, 81838"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,6,7,A Birthday To Remember #GH-6 | A Birthday To Remember [Gold Refractor] #GH-6 | A Birthday To Remember [Laser Refractor] #GH-6 | A Birthday To Remember [Orange Refractor] #GH-6 | A Birthday To Remember [Red Refractor] #GH-6 | A Birthday To Remember [SuperFractor] #GH-6 | A Birthday To Remember [X-Fractor] #GH-6,"81741, 81802, 81839, 81840, 81841, 81846, 81849"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,7,7,A Genoshan Welcome #GH-7 | A Genoshan Welcome [Gold Refractor] #GH-7 | A Genoshan Welcome [Laser Refractor] #GH-7 | A Genoshan Welcome [Orange Refractor] #GH-7 | A Genoshan Welcome [Red Refractor] #GH-7 | A Genoshan Welcome [SuperFractor] #GH-7 | A Genoshan Welcome [X-Fractor] #GH-7,"81732, 81733, 81748, 81847, 81850, 81852, 81854"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,8,7,You Survived #GH-8 | You Survived [Gold Refractor] #GH-8 | You Survived [Laser Refractor] #GH-8 | You Survived [Orange Refractor] #GH-8 | You Survived [Red Refractor] #GH-8 | You Survived [SuperFractor] #GH-8 | You Survived [X-Fractor] #GH-8,"81736, 81808, 81811, 81858, 81859, 81860, 81861"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Greatest Hits,7407,9,7,Farewell Mon Ami #GH-9 | Farewell Mon Ami [Gold Refractor] #GH-9 | Farewell Mon Ami [Laser Refractor] #GH-9 | Farewell Mon Ami [Orange Refractor] #GH-9 | Farewell Mon Ami [Red Refractor] #GH-9 | Farewell Mon Ami [SuperFractor] #GH-9 | Farewell Mon Ami [X-Fractor] #GH-9,"81730, 81734, 81747, 81798, 81863, 81868, 81872"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Laser Refractor,7414,34,2,Princess Majestrix Lilandra Neramani | Princess-Majestrix Lilandra Neramani,"70352, 356672"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Omega Level,7416,3,2,Jean Grey #O-3 | Jean Grey [SuperFractor] #O-3,"81704, 81705"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Orange Refractor,7418,34,2,Princess Majestrix Lilandra Neramani | Princess-Majestrix Lilandra Neramani,"70458, 356794"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Previously on X-Men,7419,1,7,Magneto #PO-1 | Magneto [Gold Refractor] #PO-1 | Magneto [Laser Refractor] #PO-1 | Magneto [Orange Refractor] #PO-1 | Magneto [Red Refractor] #PO-1 | Magneto [SuperFractor] #PO-1 | Magneto [X-Fractor] #PO-1,"81910, 81919, 81921, 81923, 81925, 81926, 81966"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Previously on X-Men,7419,10,7,Cable #PO-10 | Cable [Gold Refractor] #PO-10 | Cable [Laser Refractor] #PO-10 | Cable [Orange Refractor] #PO-10 | Cable [Red Refractor] #PO-10 | Cable [SuperFractor] #PO-10 | Cable [X-Fractor] #PO-10,"81599, 81604, 81609, 81957, 81958, 81959, 82002"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Previously on X-Men,7419,11,7,Mojo #PO-11 | Mojo [Gold Refractor] #PO-11 | Mojo [Laser Refractor] #PO-11 | Mojo [Orange Refractor] #PO-11 | Mojo [Red Refractor] #PO-11 | Mojo [SuperFractor] #PO-11 | Mojo [X-Fractor] #PO-11,"81616, 81961, 81963, 81965, 82006, 82007, 82024"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Previously on X-Men,7419,12,7,Beast #PO-12 | Beast [Gold Refractor] #PO-12 | Beast [Laser Refractor] #PO-12 | Beast [Orange Refractor] #PO-12 | Beast [Red Refractor] #PO-12 | Beast [SuperFractor] #PO-12 | Beast [X-Fractor] #PO-12,"81601, 81913, 81914, 81962, 82008, 82013, 82015"
2025 Topps Finest X-Men '97,2025 Topps Finest X-Men '97 - Previously on X-Men,7419,13,7,Bastion #PO-13 | Bastion [Gold Refractor] #PO-13 | Bastion [Laser Refractor] #PO-13 | Bastion [Orange Refractor] #PO-13 | Bastion [Red Refractor] #PO-13 | Bastion [SuperFractor] #PO-13 | Bastion [X-Fractor] #PO-13,"81912, 82009, 82010, 82011, 82012, 82014, 82017"
