main_set,subset,year,card_number,card_name
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,7,Radioactive Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,8,Black Panther
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,9,Skrulls
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,10,Graviton
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,11,Captain Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,12,Wonder Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,13,Black Widow
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,14,Tigra
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,15,Mockingbird
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,16,Jack of Hearts
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,17,Vision
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,18,Loki
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,19,Iron Fist
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,20,Absorbing Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,21,Scarlet Witch
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,22,Winter Soldier
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,23,Meteorite
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,24,Falcon
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,25,Justice
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,26,Moon Knight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,27,Blue Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,28,Arachne
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,29,Red Skull
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,30,Stingray
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,31,Taskmaster
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,32,Kate Bishop
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,33,Tiger Shark
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,34,Human Torch
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,35,Korvac
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,36,Techno
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,37,Sentry
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,38,Spider-Woman
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,39,Daredevil
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,40,Shang-Chi
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,41,Songbird
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,42,Yellowjacket
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,43,Lionheart
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,44,Grim Reaper
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,45,Whirlwind
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,46,Thanos
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,47,Nova
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,48,Ultron
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,49,Ronin
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,50,Grey Gargoyle
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,51,Spectrum
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,52,U.S. Agent
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,53,Super-Adaptoid
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,54,Miles Morales
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,55,Hercules
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,56,Citizen V
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,57,Serpent Society
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,58,Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,59,Wiccan
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,60,Dreadknight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,61,Kang The Conquerer
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,62,Namor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,63,Nighthawk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,64,Onslaught
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,65,Titania
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,66,Crystal
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,67,Starbrand
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,68,Speed
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,69,Ares
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,70,M.O.D.O.K.
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,71,War Machine
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,72,Abomination
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,73,Stinger
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,74,Hulkling
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,75,Norman Osborn
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,76,Beast
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,77,She-Hulk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,78,Darkhawk
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,79,Captain Britain
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,80,Jessica Jones
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,81,Atlas
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,82,Blade
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,83,Ms. Marvel
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,84,Ghost Rider
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,85,Kree
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,86,Doctor Strange
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,87,Enchantress
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,88,Black Knight
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,89,Patriot
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,90,Quasar
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,91,Wrecking Crew
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,92,Mach-1
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,93,Firestar
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,94,Hawkeye
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,95,Iron Lad
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,96,Captain America
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,97,Iron Man
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,98,Thor
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,99,Wolverine
2024 SkyBox Metal Universe Marvel Avengers,2024 SkyBox Metal Universe Marvel Avengers - Spectrum FX,2024,100,Spider-Man
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity Black Wave Refractor,2024,18,Black Bolt
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity Black Wave Refractor,2024,117,Mystique
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity Black Wave Refractor,2024,143,Nova
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity Black Wave Refractor,2024,AI-3,Hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity Red Refractor,2024,AI-3,Hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Avengers Infinity SuperFractor,2024,AI-3,Hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,1,Spider-man
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,2,Mephisto
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,3,Gambit
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,4,Adam Warlock
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,5,Cable
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,6,Juggernaut
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,7,Emma Frost
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,8,Cyclops
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,9,Silk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,10,The Thing
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,11,She-hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,12,Luke Cage
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,13,Iron Man
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,14,Miguel O'Hara
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,15,Wasp
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,16,Killmonger
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,17,Mysterio
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,18,Black Bolt
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,19,Heimdall
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,20,Annihilus
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,21,Mr. Fantastic
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,22,Jane Foster
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,23,Sam Wilson
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,24,Human Torch
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,25,Sabretooth
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,26,Colossus
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,27,Jean Grey
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,28,Storm
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,29,Shuri
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,30,Daredevil
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,31,Moon Knight
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,32,Thor
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,33,Rocket Raccoon
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,34,Quicksilver
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,35,X-23
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,36,Typhoid Mary
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,37,Bucky Barnes
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,38,Baron Zemo
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,39,Blade
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,40,Spider-Boy
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,41,Rek-rap
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,42,Jon Ironfire
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,43,Hulk
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,44,Black Widow
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,45,Kamala Khan
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,46,Jubilee
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,47,Blob
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,48,Abomination
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,49,Hawkeye
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,50,Strong Guy
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,51,Silver Surfer
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,52,Psylocke
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,53,Black Panther
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,54,Black Cat
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,55,Iron Fist
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,56,Ultron
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,57,Vision
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,58,Gamora
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,59,Ant-man
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,60,M.O.D.O.K.
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,61,Doctor Doom
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,62,Venom
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,63,Galactus
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,64,Omega
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,65,Loki
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,66,America Chavez
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,67,Domino
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,68,Mister Sinister
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,69,Rhino
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,70,Groot
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,71,Dormammu
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,72,Thanos
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,73,Shang-chi
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,74,Doctor Octopus
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,75,Captain Britain
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,76,Carol Danvers
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,77,Carnage
2024 Topps Chrome Marvel,2024 Topps Chrome Marvel - Black Wave Refractor,2024,78,Sue Storm
